"record_id","redcap_event_name","redcap_repeat_instrument","redcap_repeat_instance","author","pub_yr","isolate_yr","who","country","count","mic50_1","mic90_1","micnos_1","micnos_q90","alpha_3_code","alpha_2_code","numeric","economy","income_group","redcap_number","median_year","med_grp","midpoint_year","midpoint_grp","mean_year","mean_grp"
49,NA,NA,NA,NA,NA,1978,6,"Japan",11,NA,0.0063,NA,0.0063,"JPN","JP",392,"Japan","High income",112,2000,1,1992.5,1,1997,"1"
60,NA,NA,NA,NA,NA,2008,6,"Japan",7,NA,0.008,NA,0.008,"JPN","JP",392,"Japan","High income",112,2000,2,1992.5,2,1997,"2"
66,NA,NA,NA,NA,NA,2004,2,"Brazil",124,NA,0.004,NA,0.004,"BRA","BR",76,"Brazil","Upper middle income",32,2001,2,1995.5,2,1999,"2"
67,NA,NA,NA,NA,NA,1999,4,"Iceland",3,NA,0.012,NA,0.012,"ISL","IS",352,"Iceland","High income",102,2004,1,2004,1,2004,"1"
68,NA,NA,NA,NA,NA,2012,4,"Turkiye",1,NA,0.002,NA,0.002,"TUR","TR",792,"Türkiye","Upper middle income",228,2006,2,2005.5,2,2005,"2"
70,NA,NA,NA,NA,NA,1967,2,"United States Of America (The)",29,NA,0.005,NA,0.005,"USA","US",840,"United States","High income",236,1995,1,1972.5,1,1988,"1"
71,NA,NA,NA,NA,NA,1971,2,"United States Of America (The)",41,NA,0.004,NA,0.004,"USA","US",840,"United States","High income",236,1995,1,1972.5,1,1988,"1"
74,NA,NA,NA,NA,NA,2010,4,"Germany",1,NA,0.015,NA,0.015,"DEU","DE",276,"Germany","High income",83,2000,2,1997,2,1999,"2"
77,NA,NA,NA,NA,NA,2013,5,"India",42,NA,0.015,NA,0.015,"IND","IN",356,"India","Lower middle income",103,2013,1,2014,1,2013,"1"
79,NA,NA,NA,NA,NA,2017,2,"United States Of America (The)",4,NA,0.012,NA,0.012,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
80,NA,NA,NA,NA,NA,1997,4,"Italy",917,NA,0.03,NA,0.03,"ITA","IT",380,"Italy","High income",110,2000,1,2001,1,2000,"1"
104,NA,NA,NA,NA,NA,1987,2,"United States Of America (The)",20,NA,0.02,NA,0.02,"USA","US",840,"United States","High income",236,1995,1,1972.5,2,1988,"1"
108,NA,NA,NA,NA,NA,1985,6,"Japan",670,NA,0.016,NA,0.016,"JPN","JP",392,"Japan","High income",112,2000,1,1992.5,1,1997,"1"
239,NA,NA,NA,NA,NA,1993,4,"Greece",49,NA,0.004,NA,0.004,"GRC","GR",300,"Greece","High income",86,1999,1,1998,1,1998,"1"
NA,NA,NA,NA,NA,NA,2000,2,"Argentina",33,NA,0.008,NA,0.008,"ARG","AR",32,"Argentina","Upper middle income",11,1999,2,1998,2,1998,"2"
NA,NA,NA,NA,NA,NA,2000,6,"Australia",25,NA,0.008,NA,0.008,"AUS","AU",36,"Australia","High income",14,2000,1,1999,2,1999,"2"
NA,NA,NA,NA,NA,NA,2000,4,"Austria",25,NA,0.008,NA,0.008,"AUT","AT",40,"Austria","High income",15,2000,1,1999,2,1999,"2"
NA,NA,NA,NA,NA,NA,2000,4,"Belgium",19,NA,0.008,NA,0.008,"BEL","BE",56,"Belgium","High income",22,2000,1,2001,1,2000,"1"
NA,NA,NA,NA,NA,NA,2000,2,"Brazil",145,NA,0.008,NA,0.008,"BRA","BR",76,"Brazil","Upper middle income",32,2001,1,1995.5,2,1999,"2"
NA,NA,NA,NA,NA,NA,2004,2,"Brazil",6,NA,0.024,NA,0.024,"BRA","BR",76,"Brazil","Upper middle income",32,2001,2,1995.5,2,1999,"2"
NA,NA,NA,NA,NA,NA,1991,2,"Canada",1,NA,0.012,NA,0.012,"CAN","CA",124,"Canada","High income",40,1999,1,1997,1,1998,"1"
NA,NA,NA,NA,NA,NA,1998,2,"Canada",3,NA,0.0152,NA,0.0152,"CAN","CA",124,"Canada","High income",40,1999,1,1997,2,1998,"1"
NA,NA,NA,NA,NA,NA,2000,2,"Canada",208,NA,0.008,NA,0.008,"CAN","CA",124,"Canada","High income",40,1999,2,1997,2,1998,"2"
NA,NA,NA,NA,NA,NA,2002,2,"Canada",2,NA,0.0156,NA,0.0156,"CAN","CA",124,"Canada","High income",40,1999,2,1997,2,1998,"2"
NA,NA,NA,NA,NA,NA,2003,2,"Canada",1,NA,0.016,NA,0.016,"CAN","CA",124,"Canada","High income",40,1999,2,1997,2,1998,"2"
NA,NA,NA,NA,NA,NA,1997,4,"Canada",1,NA,0.016,NA,0.016,"CAN","CA",124,"Canada","High income",40,1999,1,1997,1,1998,"1"
NA,NA,NA,NA,NA,NA,1995,4,"Finland",1,NA,0.016,NA,0.016,"FIN","FI",246,"Finland","High income",75,2007,1,2004,1,2005,"1"
NA,NA,NA,NA,NA,NA,1996,4,"Finland",1,NA,0.012,NA,0.012,"FIN","FI",246,"Finland","High income",75,2007,1,2004,1,2005,"1"
NA,NA,NA,NA,NA,NA,2000,4,"Finland",1,NA,0.012,NA,0.012,"FIN","FI",246,"Finland","High income",75,2007,1,2004,1,2005,"1"
NA,NA,NA,NA,NA,NA,2004,4,"Finland",1,NA,0.016,NA,0.016,"FIN","FI",246,"Finland","High income",75,2007,1,2004,1,2005,"1"
NA,NA,NA,NA,NA,NA,2006,4,"Finland",1,NA,0.012,NA,0.012,"FIN","FI",246,"Finland","High income",75,2007,1,2004,2,2005,"2"
NA,NA,NA,NA,NA,NA,2011,4,"Finland",2,NA,0.016,NA,0.016,"FIN","FI",246,"Finland","High income",75,2007,2,2004,2,2005,"2"
NA,NA,NA,NA,NA,NA,2012,4,"Finland",1,NA,0.016,NA,0.016,"FIN","FI",246,"Finland","High income",75,2007,2,2004,2,2005,"2"
NA,NA,NA,NA,NA,NA,2014,4,"Finland",1,NA,0.016,NA,0.016,"FIN","FI",246,"Finland","High income",75,2007,2,2004,2,2005,"2"
NA,NA,NA,NA,NA,NA,2015,4,"Finland",1,NA,0.016,NA,0.016,"FIN","FI",246,"Finland","High income",75,2007,2,2004,2,2005,"2"
NA,NA,NA,NA,NA,NA,1996,4,"France",319,NA,0.016,NA,0.016,"FRA","FR",250,"France","High income",76,2000,1,2003,1,2001,"1"
NA,NA,NA,NA,NA,NA,1984,4,"Germany",1,NA,0.016,NA,0.016,"DEU","DE",276,"Germany","High income",83,2000,1,1997,1,1999,"1"
NA,NA,NA,NA,NA,NA,2000,4,"Germany",87,NA,0.008,NA,0.008,"DEU","DE",276,"Germany","High income",83,2000,1,1997,2,1999,"2"
NA,NA,NA,NA,NA,NA,2000,4,"Iceland",1,NA,0.016,NA,0.016,"ISL","IS",352,"Iceland","High income",102,2004,1,2004,1,2004,"1"
NA,NA,NA,NA,NA,NA,2001,4,"Iceland",1,NA,0.012,NA,0.012,"ISL","IS",352,"Iceland","High income",102,2004,1,2004,1,2004,"1"
NA,NA,NA,NA,NA,NA,2002,4,"Iceland",5,NA,0.023,NA,0.023,"ISL","IS",352,"Iceland","High income",102,2004,1,2004,1,2004,"1"
NA,NA,NA,NA,NA,NA,2006,4,"Iceland",1,NA,0.016,NA,0.016,"ISL","IS",352,"Iceland","High income",102,2004,2,2004,2,2004,"2"
NA,NA,NA,NA,NA,NA,2007,4,"Iceland",1,NA,0.012,NA,0.012,"ISL","IS",352,"Iceland","High income",102,2004,2,2004,2,2004,"2"
NA,NA,NA,NA,NA,NA,2008,4,"Iceland",2,NA,0.012,NA,0.012,"ISL","IS",352,"Iceland","High income",102,2004,2,2004,2,2004,"2"
NA,NA,NA,NA,NA,NA,2009,4,"Iceland",2,NA,0.016,NA,0.016,"ISL","IS",352,"Iceland","High income",102,2004,2,2004,2,2004,"2"
NA,NA,NA,NA,NA,NA,2013,5,"India",36,NA,0.03,NA,0.03,"IND","IN",356,"India","Lower middle income",103,2013,1,2014,1,2013,"1"
NA,NA,NA,NA,NA,NA,2000,5,"Indonesia",6,NA,0.008,NA,0.008,"IDN","ID",360,"Indonesia","Upper middle income",104,2000,1,2000,1,2000,"1"
NA,NA,NA,NA,NA,NA,1997,4,"Italy",18,NA,0.12,NA,0.12,"ITA","IT",380,"Italy","High income",110,2000,1,2001,1,2000,"1"
NA,NA,NA,NA,NA,NA,2000,4,"Italy",49,NA,0.008,NA,0.008,"ITA","IT",380,"Italy","High income",110,2000,1,2001,1,2000,"1"
NA,NA,NA,NA,NA,NA,1978,6,"Japan",56,NA,0.0125,NA,0.0125,"JPN","JP",392,"Japan","High income",112,2000,1,1992.5,1,1997,"1"
NA,NA,NA,NA,NA,NA,1981,6,"Japan",148,NA,0.025,NA,0.025,"JPN","JP",392,"Japan","High income",112,2000,1,1992.5,1,1997,"1"
NA,NA,NA,NA,NA,NA,2000,6,"Japan",120,NA,0.008,NA,0.008,"JPN","JP",392,"Japan","High income",112,2000,1,1992.5,2,1997,"2"
NA,NA,NA,NA,NA,NA,2008,6,"Japan",5,NA,0.015,NA,0.015,"JPN","JP",392,"Japan","High income",112,2000,2,1992.5,2,1997,"2"
NA,NA,NA,NA,NA,NA,2015,6,"Japan",10,NA,0.03,NA,0.03,"JPN","JP",392,"Japan","High income",112,2000,2,1992.5,2,1997,"2"
NA,NA,NA,NA,NA,NA,2000,2,"Mexico",98,NA,0.008,NA,0.008,"MEX","MX",484,"Mexico","Upper middle income",144,2000,1,2000.5,1,2000,"1"
NA,NA,NA,NA,NA,NA,2006,3,"Morocco",44,NA,0.032,NA,0.032,"MAR","MA",504,"Morocco","Lower middle income",151,2006,1,2006,1,2006,"1"
NA,NA,NA,NA,NA,NA,2000,4,"Netherlands (Kingdom Of The)",13,NA,0.008,NA,0.008,"NLD","NL",528,"Netherlands","High income",157,2000,1,2001.5,1,2001,"1"
NA,NA,NA,NA,NA,NA,2004,4,"Norway",1,NA,0.016,NA,0.016,"NOR","NO",578,"Norway","High income",166,2003.5,2,2003.5,2,2003,"2"
NA,NA,NA,NA,NA,NA,2000,4,"Poland",12,NA,0.008,NA,0.008,"POL","PL",616,"Poland","High income",177,2001,1,2001,1,2001,"1"
NA,NA,NA,NA,NA,NA,2000,4,"Portugal",42,NA,0.008,NA,0.008,"PRT","PT",620,"Portugal","High income",178,2000,1,1999,2,1999,"2"
NA,NA,NA,NA,NA,NA,2000,6,"Korea (The Republic Of)",57,NA,0.008,NA,0.008,"KOR","KR",410,"Korea, Rep.","High income",119,2000,1,2000,1,2000,"1"
NA,NA,NA,NA,NA,NA,2000,4,"Spain",51,NA,0.008,NA,0.008,"ESP","ES",724,"Spain","High income",209,2000,1,2004,1,2001,"1"
NA,NA,NA,NA,NA,NA,1998,4,"Sweden",1,NA,0.016,NA,0.016,"SWE","SE",752,"Sweden","High income",215,2000,1,1996.5,2,1999,"1"
NA,NA,NA,NA,NA,NA,2000,4,"Sweden",25,NA,0.008,NA,0.008,"SWE","SE",752,"Sweden","High income",215,2000,1,1996.5,2,1999,"2"
NA,NA,NA,NA,NA,NA,2007,4,"Sweden",1,NA,0.016,NA,0.016,"SWE","SE",752,"Sweden","High income",215,2000,2,1996.5,2,1999,"2"
NA,NA,NA,NA,NA,NA,2000,4,"Switzerland",114,NA,0.008,NA,0.008,"CHE","CH",756,"Switzerland","High income",216,2001.5,1,2001.5,1,2001,"1"
NA,NA,NA,NA,NA,NA,2000,4,"Turkiye",54,NA,0.008,NA,0.008,"TUR","TR",792,"Türkiye","Upper middle income",228,2006,1,2005.5,1,2005,"1"
NA,NA,NA,NA,NA,NA,2012,4,"Turkiye",221,NA,0.03,NA,0.03,"TUR","TR",792,"Türkiye","Upper middle income",228,2006,2,2005.5,2,2005,"2"
NA,NA,NA,NA,NA,NA,2016,4,"United Kingdom Of Great Britain And Northern Ireland (The)",1,NA,0.016,NA,0.016,"GBR","GB",826,"United Kingdom","High income",235,2000.5,2,2005.5,2,2001,"2"
NA,NA,NA,NA,NA,NA,1967,2,"United States Of America (The)",69,NA,0.01,NA,0.01,"USA","US",840,"United States","High income",236,1995,1,1972.5,1,1988,"1"
NA,NA,NA,NA,NA,NA,1971,2,"United States Of America (The)",62,NA,0.016,NA,0.016,"USA","US",840,"United States","High income",236,1995,1,1972.5,1,1988,"1"
NA,NA,NA,NA,NA,NA,1977,2,"United States Of America (The)",23,NA,0.016,NA,0.016,"USA","US",840,"United States","High income",236,1995,1,1972.5,2,1988,"1"
NA,NA,NA,NA,NA,NA,1980,2,"United States Of America (The)",201,NA,0.0125,NA,0.0125,"USA","US",840,"United States","High income",236,1995,1,1972.5,2,1988,"1"
NA,NA,NA,NA,NA,NA,1996,2,"United States Of America (The)",1,NA,0.012,NA,0.012,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,1998,2,"United States Of America (The)",1,NA,0.016,NA,0.016,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,1999,2,"United States Of America (The)",2,NA,0.016,NA,0.016,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2000,2,"United States Of America (The)",175,NA,0.008,NA,0.008,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2003,2,"United States Of America (The)",4,NA,0.016,NA,0.016,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2006,2,"United States Of America (The)",2,NA,0.0223,NA,0.0223,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2008,2,"United States Of America (The)",2,NA,0.0223,NA,0.0223,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2009,2,"United States Of America (The)",1,NA,0.012,NA,0.012,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2010,2,"United States Of America (The)",3,NA,0.0288,NA,0.0288,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2012,2,"United States Of America (The)",5,NA,0.0256,NA,0.0256,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2013,2,"United States Of America (The)",3,NA,0.0288,NA,0.0288,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2017,2,"United States Of America (The)",1,NA,0.008,NA,0.008,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2009,4,"United States Of America (The)",1,NA,0.016,NA,0.016,"USA","US",840,"United States","High income",236,1995,2,1972.5,2,1988,"2"
NA,NA,NA,NA,NA,NA,2000,4,"United Kingdom Of Great Britain And Northern Ireland (The)",42,NA,0.008,NA,0.008,"GBR","GB",826,"United Kingdom","High income",235,2000.5,1,2005.5,1,2001,"1"
